steamfriend1,steamfriend2,relationship,friend_since
76561197960268093,76561197990967988,friend,Mon Feb  2 02:24:57 2009
76561197960268093,76561197991036167,friend,Sat May  1 22:06:08 2010
76561197960268093,76561197991114623,friend,Mon Oct 20 23:07:58 2014
76561197960268093,76561197991667741,friend,Mon Jun 27 21:03:01 2011
76561197960268093,76561197992057619,friend,Sun Mar 21 09:28:10 2010
76561197960268093,76561197992111584,friend,
76561197960268093,76561197992323204,friend,Sat Aug 13 22:08:49 2011
76561197960268093,76561197992863971,friend,Sun Sep 27 22:26:56 2009
76561197960268093,76561197992972722,friend,Mon Sep  6 22:40:13 2010
76561197960268093,76561197993138148,friend,Sun Aug 26 23:34:05 2012
76561197960268093,76561197993236549,friend,Thu Apr 16 20:14:02 2009
76561197960268093,76561197993318017,friend,Wed Jun 29 21:15:39 2011
76561197960268093,76561197993409050,friend,
76561197960268093,76561197993484618,friend,Wed Jun  2 12:58:53 2010
76561197960268093,76561197993513760,friend,Sat Jan  7 20:26:37 2012
76561197960268093,76561197993578179,friend,Sat Aug 13 22:08:43 2011
76561197960268093,76561197993700362,friend,
76561197960268093,76561197993713759,friend,Thu Jul 30 10:43:40 2009
76561197960268093,76561197993756615,friend,
76561197960268093,76561197993812563,friend,
76561197960268093,76561197993878940,friend,
76561197960268093,76561197994227292,friend,Sat Apr 16 00:50:12 2011
76561197960268093,76561197994385888,friend,Tue Mar  3 21:52:02 2015
76561197960268093,76561197994406605,friend,Tue Jan  5 19:01:41 2010
76561197960268093,76561197994570195,friend,
76561197960268093,76561197994636988,friend,
76561197960268093,76561197994828703,friend,Tue Mar 10 19:28:05 2009
76561197960268093,76561197995252635,friend,
76561197960268093,76561197995290409,friend,Sat Jan 22 17:07:20 2011
76561197960268093,76561197995363838,friend,Mon Feb 23 22:51:08 2009
76561197960268093,76561197995386941,friend,Sat Feb 21 05:14:21 2009
76561197960268093,76561197995632197,friend,Mon May 25 02:16:26 2009
76561197960268093,76561197995759154,friend,Wed Feb 29 19:20:04 2012
76561197960268093,76561197995929975,friend,Sat Jul  1 01:17:00 2017
76561197960268093,76561197995932844,friend,Thu Aug 13 22:36:58 2009
76561197960268093,76561197996336779,friend,Mon Nov  3 00:57:50 2014
76561197960268093,76561197996456863,friend,Wed May 26 11:23:49 2010
76561197960268093,76561197996466638,friend,Fri Jun 18 16:30:51 2010
76561197960268093,76561197997094794,friend,Sat Jan 19 22:23:04 2013
76561197960268093,76561197997452777,friend,Mon Feb 23 22:51:08 2009
76561197960268093,76561197997611859,friend,Tue Jul  7 18:41:01 2009
76561197960268093,76561197997701057,friend,Sun Dec  4 21:33:01 2011
76561197960268093,76561197998088380,friend,
76561197960268093,76561197998194651,friend,Thu Feb 19 01:50:58 2015
76561197960268093,76561197998258462,friend,Tue May  4 17:11:49 2010
76561197960268093,76561197998348375,friend,Sat Jul  1 01:15:46 2017
76561197960268093,76561197998419054,friend,Sun Oct 27 01:18:29 2013
76561197960268093,76561197998477656,friend,Sun Nov 22 00:36:26 2015
76561197960268093,76561197998589073,friend,Fri Jan 29 11:10:56 2016
76561197960268093,76561197998699062,friend,Sun Mar 21 09:28:13 2010
76561197960268093,76561197998785719,friend,Sun Apr  8 00:32:39 2012
76561197960268093,76561197998806720,friend,Sat Jan 21 22:05:03 2012
76561197960268093,76561197999124962,friend,Sat Aug 28 02:50:57 2010
76561197960268093,76561197999405333,friend,Sun Sep 21 02:54:01 2014
76561197960268093,76561197999730196,friend,Mon Feb 23 22:51:09 2009
76561197960268093,76561197999746376,friend,Fri Oct  7 03:49:20 2016
76561197960268093,76561197999783957,friend,Sat Aug 28 02:51:08 2010
76561197960268093,76561197999796562,friend,Sat Jul  1 01:16:58 2017
76561197960268093,76561198000082194,friend,Tue Sep  1 09:19:22 2009
76561197960268093,76561198000127484,friend,Tue Aug 18 12:49:30 2009
76561197960268093,76561198000325776,friend,Mon Jan 12 03:11:32 2015
76561197960268093,76561198000643699,friend,Sat Jul  1 01:17:01 2017
76561197960268093,76561198000719607,friend,Fri May  7 22:04:20 2010
76561197960268093,76561198000960203,friend,Wed May 26 15:29:03 2010
76561197960268093,76561198000990482,friend,Sat Aug 28 02:51:01 2010
76561197960268093,76561198001095962,friend,Tue Mar  3 21:52:31 2015
76561197960268093,76561198001113002,friend,Mon Oct 10 23:55:41 2011
76561197960268093,76561198002761109,friend,Fri May  7 22:04:19 2010
76561197960268093,76561198003433527,friend,Thu Sep 27 20:17:21 2012
76561197960268093,76561198003519340,friend,Fri Jun  3 19:03:05 2011
76561197960268093,76561198004663246,friend,Mon Jun 27 21:02:52 2011
76561197960268093,76561198004747363,friend,Fri Jun 11 17:47:03 2010
76561197960268093,76561198005913551,friend,Thu Oct 15 08:15:17 2009
76561197960268093,76561198007042683,friend,Sun Oct  7 22:56:46 2012
76561197960268093,76561198007316074,friend,Thu Aug  4 19:28:33 2011
76561197960268093,76561198008460827,friend,Thu Jun  4 19:02:10 2009
76561197960268093,76561198009309909,friend,Wed Jul 13 22:45:16 2011
76561197960268093,76561198009651525,friend,Fri Dec 25 17:57:02 2009
76561197960268093,76561198010015636,friend,Wed Jun  2 00:07:37 2010
76561197960268093,76561198010314894,friend,Tue Dec 21 01:19:50 2010
76561197960268093,76561198010502244,friend,Tue Apr 13 00:37:36 2010
76561197960268093,76561198010691421,friend,Mon Dec 13 17:43:04 2010
76561197960268093,76561198011297444,friend,Wed Jun  1 15:47:57 2011
76561197960268093,76561198011858175,friend,Sat Aug 13 22:08:53 2011
76561197960268093,76561198011860276,friend,Tue Jul 12 23:42:57 2011
76561197960268093,76561198012215080,friend,Sun Jan 11 02:00:53 2015
76561197960268093,76561198013465404,friend,Fri Oct  7 03:53:16 2016
76561197960268093,76561198013491904,friend,Wed Dec 29 22:38:07 2010
76561197960268093,76561198013564264,friend,Sat Jun 12 01:46:01 2010
76561197960268093,76561198016687399,friend,Thu Oct 22 19:55:09 2015
76561197960268093,76561198017387638,friend,Sat Aug 13 22:08:52 2011
76561197960268093,76561198017749077,friend,Mon Oct 20 23:08:05 2014
76561197960268093,76561198018033330,friend,Tue Dec 16 16:51:36 2014
76561197960268093,76561198019273666,friend,Sat Jul  1 01:16:55 2017
76561197960268093,76561198019740056,friend,Mon Jan 11 23:55:46 2010
76561197960268093,76561198019950004,friend,Sat Aug 28 02:50:46 2010
76561197960268093,76561198020205175,friend,Sat Jul  1 01:17:03 2017
76561197960268093,76561198020231347,friend,Sat Mar 28 16:27:59 2015
76561197960268093,76561198020392141,friend,Sat Jul  1 01:17:05 2017
76561197960268093,76561198020880973,friend,Sat Aug 28 02:50:54 2010
76561197960268093,76561198022209856,friend,Fri Oct  7 03:49:26 2016
76561197960268093,76561198023549666,friend,Mon Oct 10 23:55:45 2011
76561197960268093,76561198023600619,friend,Wed Mar 14 20:32:26 2012
76561197960268093,76561198024664531,friend,Sun Jan 11 00:42:56 2015
76561197960268093,76561198024978506,friend,Fri Jul  3 20:32:03 2015
76561197960268093,76561198025337579,friend,Sun Aug 26 23:34:04 2012
76561197960268093,76561198026729313,friend,Sat Aug 28 02:50:49 2010
76561197960268093,76561198028989580,friend,Wed Jul 27 21:14:13 2011
76561197960268093,76561198029357810,friend,Wed Feb  2 20:48:45 2011
76561197960268093,76561198029807874,friend,Thu Dec  2 01:41:53 2010
76561197960268093,76561198030119065,friend,Wed Sep 10 12:29:25 2014
76561197960268093,76561198030953472,friend,Sat Sep 22 19:21:41 2012
76561197960268093,76561198031849891,friend,Mon Jul 29 17:14:41 2013
76561197960268093,76561198033883733,friend,Mon Jun 27 21:58:19 2011
76561197960268093,76561198036183373,friend,Wed Mar  7 13:53:26 2012
76561197960268093,76561198039308584,friend,Sat Jul  1 01:16:59 2017
76561197960268093,76561198040924173,friend,Mon Jan 12 00:29:23 2015
76561197960268093,76561198042154575,friend,Sat May 21 14:31:39 2011
76561197960268093,76561198042848724,friend,Sat Jul  1 01:16:57 2017
76561197960268093,76561198043914688,friend,Sun Aug 28 01:44:02 2011
76561197960268093,76561198044018608,friend,Tue Mar  3 21:52:26 2015
76561197960268093,76561198044189645,friend,Sun Jan 11 22:05:33 2015
76561197960268093,76561198044456821,friend,Sun Jul 21 00:28:11 2013
76561197960268093,76561198046556294,friend,Fri Oct  7 03:49:44 2016
76561197960268093,76561198047753211,friend,Tue Mar  3 21:53:18 2015
76561197960268093,76561198051075393,friend,Sun Jul 21 00:29:45 2013
76561197960268093,76561198051744415,friend,Sun Oct 23 18:49:22 2016
76561197960268093,76561198051915075,friend,Fri Oct  7 03:49:16 2016
76561197960268093,76561198051950547,friend,Tue Feb 21 22:53:15 2012
76561197960268093,76561198052722854,friend,Sun Jul 21 00:28:51 2013
76561197960270457,76561197960270881,friend,Thu Aug  4 12:42:32 2016
76561197960270457,76561197960323774,friend,
76561197960270457,76561197960324892,friend,
76561197960270457,76561197960435530,friend,Mon Nov  2 01:12:14 2009
76561197960270457,76561197961427957,friend,
76561197960270457,76561197961877926,friend,Wed May 13 08:27:08 2009
76561197960270457,76561197963679931,friend,Mon May  8 09:25:22 2017
76561197960270457,76561197964307000,friend,Wed Oct 28 17:02:20 2009
76561197960270457,76561197964492382,friend,Tue Aug 27 07:58:20 2013
76561197960270457,76561197964826578,friend,
76561197960270457,76561197965322736,friend,Mon Sep 29 12:08:19 2008
76561197960270457,76561197965986998,friend,
76561197960270457,76561197966237520,friend,Wed May 13 08:27:09 2009
76561197960270457,76561197966632827,friend,
76561197960270457,76561197967368088,friend,Thu May 17 04:09:49 2018
76561197960270457,76561197968411256,friend,Fri Nov 21 07:36:13 2008
76561197960270457,76561197969454861,friend,
76561197960270457,76561197970102564,friend,Sun Jul  7 05:06:40 2013
76561197960270457,76561197970402397,friend,Mon Jun 13 08:24:00 2011
76561197960270457,76561197970541857,friend,Sun Jul  7 05:06:41 2013
76561197960270457,76561197970545000,friend,Tue Aug 27 07:58:21 2013
76561197960270457,76561197970620096,friend,Tue Nov 11 13:08:50 2014
76561197960270457,76561197970768251,friend,
76561197960270457,76561197971191498,friend,Fri Dec 12 05:33:05 2008
76561197960270457,76561197971310868,friend,Fri May 29 07:20:06 2015
76561197960270457,76561197971357275,friend,
76561197960270457,76561197971530027,friend,Thu Aug  4 11:30:32 2016
76561197960270457,76561197971574847,friend,Thu Nov  6 07:20:12 2008
76561197960270457,76561197972777491,friend,Tue Jun  2 13:47:11 2015
76561197960270457,76561197972944509,friend,Fri Apr 23 07:59:16 2010
76561197960270457,76561197973763460,friend,
76561197960270457,76561197973803216,friend,Wed Sep 30 07:21:33 2009
76561197960270457,76561197973985283,friend,Fri Feb 11 07:36:38 2011
76561197960270457,76561197987203350,friend,Mon Oct 31 12:46:15 2016
76561197960270457,76561197993201259,friend,Sat Mar 13 08:04:35 2010
76561197960270457,76561197993675473,friend,Wed Nov 23 08:33:00 2011
76561197960270457,76561197993798843,friend,
76561197960270457,76561197994105436,friend,Thu Nov 13 05:03:44 2008
76561197960270457,76561197995013275,friend,Mon Feb  9 12:34:00 2009
76561197960270457,76561197997695591,friend,Mon Sep 30 09:49:56 2013
76561197960270457,76561198004112256,friend,Sat Aug 25 15:59:53 2012
76561197960270457,76561198005033693,friend,Wed Aug 19 06:36:07 2015
76561197960270457,76561198008201992,friend,Sun Jul  7 05:06:43 2013
76561197960270457,76561198012588479,friend,Tue Jun  2 13:41:49 2015
76561197960270457,76561198014947010,friend,Fri Jan 21 07:51:19 2011
76561197960270457,76561198020694794,friend,Tue Aug 13 09:00:53 2013
76561197960270457,76561198027706319,friend,Fri Jul 24 12:10:49 2015
76561197960270457,76561198028114685,friend,Tue Aug 29 11:57:56 2017
76561197960270457,76561198034311902,friend,Tue Jan 24 04:22:54 2017
76561197960270457,76561198036865699,friend,Fri Oct 30 13:50:55 2015
76561197960270457,76561198040095184,friend,Tue Nov 11 12:24:41 2014
76561197960270457,76561198042126232,friend,Fri May 11 06:32:40 2018
76561197960270457,76561198055890339,friend,Fri Aug 14 13:13:13 2015
76561197960270457,76561198086753880,friend,Tue Sep 24 03:37:08 2013
76561197960270457,76561198095369100,friend,Tue Jul 25 09:19:11 2017
76561197960270457,76561198095432643,friend,Wed Apr  1 12:51:38 2015
76561197960270457,76561198164032450,friend,Fri Nov  6 13:08:21 2015
76561197960270457,76561198164144372,friend,Thu Feb  4 11:42:43 2016
76561197960270457,76561198164147005,friend,Tue Aug 18 11:47:50 2015
76561197960270457,76561198164189201,friend,Thu Aug  4 11:30:42 2016
76561197960270457,76561198164190401,friend,Mon Aug  8 11:53:53 2016
76561197960270457,76561198164244077,friend,Thu Aug 11 08:34:47 2016
76561197960270457,76561198164279790,friend,Fri Feb 27 06:59:30 2015
76561197960270457,76561198166299941,friend,Tue Aug 18 12:18:53 2015
76561197960270457,76561198166357445,friend,Thu Nov  5 11:42:43 2015
76561197960270457,76561198166375798,friend,Thu Feb  4 11:33:36 2016
76561197960270457,76561198166447857,friend,Tue Aug 18 11:47:26 2015
76561197960270457,76561198206783523,friend,Mon Nov  2 06:09:04 2015
76561197960270457,76561198206976695,friend,Thu Feb  4 11:42:45 2016
76561197960270457,76561198207086789,friend,Tue Aug 18 11:56:04 2015
76561197960270457,76561198207151535,friend,Wed Aug 10 11:32:30 2016
76561197960270457,76561198262151811,friend,Fri Jan  8 11:26:39 2016
76561197960270457,76561198305612789,friend,Mon Oct 31 12:47:32 2016
76561197960270457,76561198306200282,friend,Thu Aug  4 13:22:53 2016
76561197960270457,76561198306258144,friend,Thu Aug  4 11:28:35 2016
76561197960269626,76561197960273963,friend,
76561197960269688,76561197960273963,friend,Wed Aug 25 15:10:31 2010
76561197960269874,76561197960273963,friend,
76561197960269902,76561197960273963,friend,
76561197960271083,76561197960273963,friend,Thu Nov  3 02:35:41 2011
76561197960271495,76561197960273963,friend,
76561197960273963,76561197960275716,friend,Fri Jul  9 07:46:18 2010
76561197960273963,76561197960281313,friend,Tue Feb 26 00:34:25 2013
76561197960273963,76561197960287506,friend,
76561197960273963,76561197960296864,friend,Fri Sep  2 20:44:02 2011
76561197960273963,76561197960297457,friend,Mon Sep 12 05:47:11 2016
76561197960273963,76561197960301086,friend,Thu Jan 15 06:09:36 2009
76561197960273963,76561197960307672,friend,
76561197960273963,76561197960316159,friend,
76561197960273963,76561197960328436,friend,Wed Aug 11 08:03:46 2010
76561197960273963,76561197960333589,friend,
76561197960273963,76561197960337280,friend,
76561197960273963,76561197960346057,friend,Tue May 26 16:44:34 2009
76561197960273963,76561197960346263,friend,
76561197960273963,76561197960362833,friend,
76561197960273963,76561197960379998,friend,Wed Mar  3 12:16:20 2010
76561197960273963,76561197960389850,friend,Sat Aug  8 19:50:32 2015
76561197960273963,76561197960390789,friend,Fri Feb 27 17:57:15 2009
76561197960273963,76561197960400232,friend,
76561197960273963,76561197960409069,friend,Wed Jan 11 14:42:32 2012
76561197960273963,76561197960411994,friend,Sun Aug  1 16:40:01 2010
76561197960273963,76561197960412326,friend,Sun Dec 13 02:08:31 2009
76561197960273963,76561197960416074,friend,Wed Jul  8 02:57:54 2015
76561197960273963,76561197960418836,friend,Wed Feb  1 03:08:30 2012
76561197960273963,76561197960424488,friend,
76561197960273963,76561197960428912,friend,Sat Apr  9 22:30:20 2011
76561197960273963,76561197960432969,friend,Thu Apr 12 06:07:08 2012
76561197960273963,76561197960435530,friend,
76561197960273963,76561197960440949,friend,
76561197960273963,76561197960447296,friend,Fri Sep  2 02:23:29 2016
76561197960273963,76561197960451081,friend,Sun Nov  6 01:49:22 2011
76561197960273963,76561197960453727,friend,Sat Jul  3 21:57:14 2010
76561197960273963,76561197960453974,friend,
76561197960273963,76561197960462483,friend,Thu Aug 26 21:33:06 2010
76561197960273963,76561197960468127,friend,Sat Dec 21 18:35:00 2013
76561197960273963,76561197960480804,friend,Thu Oct 26 02:28:20 2017
76561197960273963,76561197960487981,friend,Wed Aug 17 05:27:22 2011
76561197960273963,76561197960508699,friend,
76561197960273963,76561197960522471,friend,Sun Dec 20 01:25:55 2009
76561197960273963,76561197960526561,friend,Mon Aug 23 23:32:52 2010
76561197960273963,76561197960534894,friend,Sun Feb 22 17:55:32 2009
76561197960273963,76561197960545974,friend,
76561197960273963,76561197960561988,friend,Thu Feb 21 11:20:49 2013
76561197960273963,76561197960679411,friend,Sun Dec 17 00:14:57 2017
76561197960273963,76561197960700332,friend,Wed Dec 21 01:32:45 2016
76561197960273963,76561197960789967,friend,Mon May 25 02:07:29 2009
76561197960273963,76561197960793868,friend,Sun Nov 29 03:33:56 2009
76561197960273963,76561197960795455,friend,Wed Jul 14 21:22:45 2010
76561197960273963,76561197960854484,friend,Tue Jun  2 18:11:29 2009
76561197960273963,76561197960889036,friend,
76561197960273963,76561197960944505,friend,Mon Jun  7 20:55:46 2010
76561197960273963,76561197961046243,friend,Tue Jan  6 04:12:37 2009
76561197960273963,76561197961056423,friend,Sun Aug 26 19:58:37 2012
76561197960273963,76561197961092612,friend,Sun Feb 17 00:14:51 2013
76561197960273963,76561197961180166,friend,Sat Nov 21 06:28:35 2009
76561197960273963,76561197961272779,friend,Wed Oct  5 02:17:31 2011
76561197960273963,76561197961298870,friend,
76561197960273963,76561197961312079,friend,Mon Apr 18 03:22:59 2011
76561197960273963,76561197961322701,friend,Mon Jul  6 23:18:26 2015
76561197960273963,76561197961367677,friend,Mon Jul 21 22:43:59 2014
76561197960273963,76561197961375998,friend,
76561197960273963,76561197961404480,friend,Mon Feb  1 03:02:12 2016
76561197960273963,76561197961416053,friend,Sat Jun 11 16:41:44 2011
76561197960273963,76561197961451148,friend,Fri Jan 29 13:24:53 2010
76561197960273963,76561197961568247,friend,Mon Aug  6 19:51:56 2012
76561197960273963,76561197961914041,friend,
76561197960273963,76561197961928741,friend,Thu Apr 14 12:54:26 2011
76561197960273963,76561197962105356,friend,
76561197960273963,76561197962235888,friend,
76561197960273963,76561197962379193,friend,Mon Jul 19 16:49:24 2010
76561197960273963,76561197962532027,friend,Sun Jun 20 21:20:59 2010
76561197960273963,76561197962601990,friend,Wed Jan 29 03:59:31 2014
76561197960273963,76561197962737339,friend,Mon Nov 23 17:57:52 2009
76561197960273963,76561197962783665,friend,Fri Sep 23 17:29:27 2011
76561197960273963,76561197963044892,friend,Wed Jul 17 23:46:50 2013
76561197960273963,76561197963461979,friend,Sat Mar 27 13:30:05 2010
76561197960273963,76561197963515074,friend,Sun Apr 10 04:51:58 2011
76561197960273963,76561197963554593,friend,Sun Jun  6 05:05:03 2010
76561197960273963,76561197963659500,friend,Fri Nov 23 17:52:42 2018
76561197960273963,76561197963726423,friend,Fri Jul  8 20:45:38 2011
76561197960273963,76561197963770174,friend,Sat Jul 21 16:18:20 2012
76561197960273963,76561197963782048,friend,
76561197960273963,76561197964094763,friend,
76561197960273963,76561197964101926,friend,Sat May  8 04:28:04 2010
76561197960273963,76561197964270785,friend,
76561197960273963,76561197964284613,friend,
76561197960273963,76561197964618188,friend,
76561197960273963,76561197964742403,friend,Mon Dec 20 17:39:33 2010
76561197960273963,76561197964851220,friend,
76561197960273963,76561197965051188,friend,Sun May 22 22:21:46 2011
76561197960273963,76561197965522630,friend,
76561197960273963,76561197965576021,friend,
76561197960273963,76561197965876376,friend,Tue Feb 25 01:33:05 2014
76561197960273963,76561197965903917,friend,
76561197960273963,76561197965960291,friend,Thu Dec 17 16:11:30 2009
76561197960273963,76561197966542310,friend,Sat Nov 21 16:07:57 2009
76561197960273963,76561197966582861,friend,
76561197960273963,76561197966647350,friend,Sat Apr 25 12:28:44 2009
76561197960273963,76561197966944782,friend,Sun Feb 28 23:56:14 2010
76561197960273963,76561197967399035,friend,Mon Jul  7 22:57:56 2014
76561197960273963,76561197967486584,friend,Sat Jun 12 22:28:25 2010
76561197960273963,76561197967575400,friend,Thu Jun 27 01:23:20 2013
76561197960273963,76561197967649865,friend,
76561197960273963,76561197967692198,friend,
76561197960273963,76561197967786517,friend,Wed Aug 25 18:28:46 2010
76561197960273963,76561197967837961,friend,Thu Mar  3 02:57:08 2016
76561197960273963,76561197967868361,friend,Mon Mar 24 21:22:02 2014
76561197960273963,76561197968104977,friend,
76561197960273963,76561197968129882,friend,Thu Dec 12 15:25:55 2013
76561197960273963,76561197968185325,friend,Tue Apr 12 21:42:07 2011
76561197960273963,76561197968196322,friend,Tue Mar 15 13:13:16 2011
76561197960273963,76561197968274342,friend,
76561197960273963,76561197968296488,friend,
76561197960273963,76561197968298484,friend,
76561197960273963,76561197968300338,friend,
76561197960273963,76561197968322902,friend,Sat Dec 27 02:59:47 2008
76561197960273963,76561197968324835,friend,
76561197960273963,76561197968330113,friend,Sun Aug 17 08:39:06 2014
76561197960273963,76561197968348273,friend,Tue Sep  4 23:17:25 2012
76561197960273963,76561197968352565,friend,Sun Aug 15 20:45:50 2010
76561197960273963,76561197968367163,friend,Tue Jul  3 23:28:11 2012
76561197960273963,76561197968376977,friend,
76561197960273963,76561197968671075,friend,Thu Dec 17 07:39:00 2009
76561197960273963,76561197968674181,friend,
76561197960273963,76561197968687378,friend,
76561197960273963,76561197968711657,friend,
76561197960273963,76561197968716381,friend,Tue Feb 23 22:42:19 2010
76561197960273963,76561197968927716,friend,Sat Jan 26 20:46:18 2013
76561197960273963,76561197968982243,friend,Fri May  8 19:26:44 2009
76561197960273963,76561197969204208,friend,
76561197960273963,76561197969338086,friend,
76561197960273963,76561197969340688,friend,
76561197960273963,76561197969348276,friend,Sun Dec  1 01:30:23 2013
76561197960273963,76561197969357630,friend,
76561197960273963,76561197969360136,friend,Sat Feb 27 13:54:56 2010
76561197960273963,76561197969405591,friend,
76561197960273963,76561197969420407,friend,Sun Jul 15 04:15:34 2012
76561197960273963,76561197969431241,friend,Sun Nov  7 02:42:19 2010
76561197960273963,76561197969547671,friend,Fri Feb 22 21:11:16 2013
76561197960273963,76561197969554216,friend,Fri Jul  1 04:08:13 2011
76561197960273963,76561197969556262,friend,
76561197960273963,76561197969696220,friend,
76561197960273963,76561197969707809,friend,
76561197960273963,76561197969732820,friend,Mon Jul 19 19:44:37 2010
76561197960273963,76561197969765131,friend,Tue May 19 02:27:24 2009
76561197960273963,76561197969920987,friend,Thu Dec 20 23:58:00 2012
76561197960273963,76561197970030335,friend,Thu Feb  7 20:44:26 2013
76561197960273963,76561197970129159,friend,
76561197960273963,76561197970165690,friend,
76561197960273963,76561197970221154,friend,Wed Dec  2 23:18:40 2009
76561197960273963,76561197970238929,friend,
76561197960273963,76561197970290814,friend,Sat Jun  6 23:28:16 2009
76561197960273963,76561197970315823,friend,
76561197960273963,76561197970316202,friend,Thu Dec  3 19:26:21 2015
76561197960273963,76561197970323956,friend,Wed Apr 13 16:30:13 2011
76561197960273963,76561197970325372,friend,
76561197960273963,76561197970343771,friend,
76561197960273963,76561197970372210,friend,Wed Jul 11 21:13:39 2012
76561197960273963,76561197970477008,friend,Tue Dec  8 23:22:50 2015
76561197960273963,76561197970496388,friend,
76561197960273963,76561197970537807,friend,
76561197960273963,76561197970543321,friend,Thu Aug 14 01:25:39 2014
76561197960273963,76561197970543344,friend,Fri Oct 30 05:24:02 2009
76561197960273963,76561197970580244,friend,
76561197960273963,76561197970610844,friend,Wed May 15 17:14:15 2013
76561197960273963,76561197970655831,friend,
76561197960273963,76561197970753913,friend,Tue Dec 27 18:07:22 2011
76561197960273963,76561197970767347,friend,Sun Apr 17 16:39:44 2011
76561197960273963,76561197970832379,friend,Fri Jul  9 03:49:41 2010
76561197960273963,76561197970947768,friend,
76561197960273963,76561197971025345,friend,Sun Nov 10 18:08:53 2013
76561197960273963,76561197971027969,friend,Mon Apr 11 22:41:59 2011
76561197960273963,76561197971096253,friend,
76561197960273963,76561197971169524,friend,Tue Mar  2 03:04:56 2010
76561197960273963,76561197971191505,friend,Sun Aug 21 02:11:00 2016
76561197960273963,76561197971263468,friend,Sat Jun 11 21:49:59 2011
76561197960273963,76561197971400048,friend,Fri Aug 26 01:41:57 2016
76561197960273963,76561197971718323,friend,
76561197960273963,76561197971886941,friend,
76561197960273963,76561197972088592,friend,Wed Aug 17 13:49:49 2011
76561197960273963,76561197972337572,friend,Wed Jul  8 01:36:51 2015
76561197960273963,76561197972349821,friend,Fri Feb  8 00:03:29 2013
76561197960273963,76561197972440391,friend,Thu Dec  8 02:37:12 2016
76561197960273963,76561197972501768,friend,Wed Aug 13 02:02:46 2014
76561197960273963,76561197972907863,friend,Sun Feb 28 23:59:33 2010
76561197960273963,76561197973662335,friend,Thu Apr 28 22:20:31 2016
76561197960273963,76561197975035112,friend,Thu May  3 02:28:19 2012
76561197960273963,76561197975736760,friend,Sun Feb 14 19:39:40 2010
76561197960273963,76561197976044688,friend,Mon Mar  1 12:29:45 2010
76561197960273963,76561197976096851,friend,Tue Oct 26 00:06:10 2010
76561197960273963,76561197976588484,friend,
76561197960273963,76561197976716859,friend,Sun Feb 28 23:56:32 2010
76561197960273963,76561197976768407,friend,
76561197960273963,76561197977097686,friend,
76561197960273963,76561197977148133,friend,Sat Oct 31 03:11:49 2015
76561197960273963,76561197977154179,friend,Thu Sep 26 23:19:29 2013
76561197960273963,76561197977627018,friend,Sat Feb 23 20:51:37 2013
76561197960273963,76561197977925770,friend,Mon Jul 21 19:25:47 2014
76561197960273963,76561197978632691,friend,Mon Nov 28 23:12:38 2011
76561197960273963,76561197978931842,friend,Mon Sep  3 19:07:12 2012
76561197960273963,76561197979019041,friend,Sun Sep 11 01:51:18 2011
76561197960273963,76561197979707122,friend,Sat Oct  9 01:43:27 2010
76561197960273963,76561197979834288,friend,Sat Aug  8 17:42:01 2015
76561197960273963,76561197980752753,friend,
76561197960273963,76561197981291930,friend,Mon Nov 10 19:03:09 2014
76561197960273963,76561197981485855,friend,
76561197960273963,76561197981749189,friend,Sun Mar 26 23:10:01 2017
76561197960273963,76561197982078495,friend,Fri Sep  7 14:58:26 2012
76561197960273963,76561197983532080,friend,Sun May  3 16:09:48 2009
76561197960273963,76561197983680984,friend,Thu Feb  6 20:26:17 2014
76561197960273963,76561197985796645,friend,Fri Jun  4 00:56:04 2010
76561197960273963,76561197986444298,friend,Sun May 30 15:48:37 2010
76561197960273963,76561197987058334,friend,Sun Nov  6 01:39:21 2011
76561197960273963,76561197987393094,friend,Thu Nov 16 01:45:29 2017
76561197960273963,76561197987479980,friend,Tue Feb 24 23:03:28 2009
76561197960273963,76561197988042654,friend,Thu Oct 12 04:07:55 2017
76561197960273963,76561197988703902,friend,Sat Oct  3 10:56:40 2009
76561197960273963,76561197989060629,friend,Sat Jun 14 13:22:34 2014
76561197960273963,76561197989314196,friend,Thu Sep 22 16:38:25 2011
76561197960273963,76561197989719147,friend,
76561197960273963,76561197990356913,friend,Sat Dec  8 17:25:11 2012
76561197960273963,76561197990406826,friend,Fri Aug 20 00:28:17 2010
76561197960273963,76561197990549685,friend,Sun May 22 22:44:28 2011
76561197960273963,76561197990754422,friend,Thu Aug  8 06:56:55 2013
76561197960273963,76561197990767807,friend,Thu Apr 22 02:50:46 2010
76561197960273963,76561197990945869,friend,Sun Feb 25 02:39:26 2018
76561197960273963,76561197990949369,friend,Thu Nov  3 18:40:15 2011
76561197960273963,76561197991183139,friend,Mon May 31 04:51:22 2010
76561197960273963,76561197991200991,friend,Tue Aug  5 10:59:45 2014
76561197960273963,76561197991203859,friend,
76561197960273963,76561197991390878,friend,Wed Oct  5 02:48:42 2016
76561197960273963,76561197991392547,friend,Tue Dec  4 01:53:14 2018
76561197960273963,76561197992612584,friend,
76561197960273963,76561197992698237,friend,Fri Dec  9 03:46:38 2016
76561197960273963,76561197992723340,friend,Wed Nov 16 22:57:51 2011
76561197960273963,76561197992732354,friend,
76561197960273963,76561197992744258,friend,Fri Aug  4 02:31:49 2017
76561197960273963,76561197992782875,friend,Thu Apr 14 23:16:44 2011
